# exclude_classes: ()
# n_per_class: 1250
# pattern: *.tif
# seed: 42
# root: data/NCT-CRC-HE-100K-NONORM
# n_tiles: 11250
row,relpath,label,rank
0,ADI/ADI-DCAKDQYM.tif,ADI,0
1,ADI/ADI-CVEIHQDV.tif,ADI,1
2,ADI/ADI-AITSHNFN.tif,ADI,2
3,ADI/ADI-NYEPPAPD.tif,ADI,3
4,ADI/ADI-HDLDVLMM.tif,ADI,4
5,ADI/ADI-ITCPPAGH.tif,ADI,5
6,ADI/ADI-HGRAEANS.tif,ADI,6
7,ADI/ADI-DWHWKWWF.tif,ADI,7
8,ADI/ADI-MHKPWEQN.tif,ADI,8
9,ADI/ADI-PQDQLRLM.tif,ADI,9
10,ADI/ADI-IYQIYLKA.tif,ADI,10
11,ADI/ADI-MSGATRFM.tif,ADI,11
12,ADI/ADI-FYTLGVRF.tif,ADI,12
13,ADI/ADI-GKWWTYTW.tif,ADI,13
14,ADI/ADI-LMFAHQEH.tif,ADI,14
15,ADI/ADI-QPQEPFYK.tif,ADI,15
16,ADI/ADI-MFTYYGSP.tif,ADI,16
17,ADI/ADI-RLAMPCKP.tif,ADI,17
18,ADI/ADI-CYLRTDKY.tif,ADI,18
19,ADI/ADI-AIKGFFDT.tif,ADI,19
20,ADI/ADI-DQRGKIRC.tif,ADI,20
21,ADI/ADI-EFHEGDRD.tif,ADI,21
22,ADI/ADI-AQESWPMS.tif,ADI,22
23,ADI/ADI-ICLPPVTT.tif,ADI,23
24,ADI/ADI-DPDLANIN.tif,ADI,24
25,ADI/ADI-RIDRDELS.tif,ADI,25
26,ADI/ADI-PIGFKYLN.tif,ADI,26
27,ADI/ADI-IPMDHPYM.tif,ADI,27
28,ADI/ADI-CSFAPEDN.tif,ADI,28
29,ADI/ADI-KYQVEHQI.tif,ADI,29
30,ADI/ADI-QTMKVPQF.tif,ADI,30
31,ADI/ADI-NYSMYCSR.tif,ADI,31
32,ADI/ADI-AQQVGKMV.tif,ADI,32
33,ADI/ADI-QTLQPDAI.tif,ADI,33
34,ADI/ADI-RMNNMAQL.tif,ADI,34
35,ADI/ADI-RQEDGIHI.tif,ADI,35
36,ADI/ADI-DWLALECY.tif,ADI,36
37,ADI/ADI-MLWSPYCP.tif,ADI,37
38,ADI/ADI-EATASCQQ.tif,ADI,38
39,ADI/ADI-RSQTQLFD.tif,ADI,39
40,ADI/ADI-PMQSELIW.tif,ADI,40
41,ADI/ADI-KPTGIPET.tif,ADI,41
42,ADI/ADI-DNDFRWRT.tif,ADI,42
43,ADI/ADI-GIFGHKAI.tif,ADI,43
44,ADI/ADI-DHSTFGSH.tif,ADI,44
45,ADI/ADI-FRHKFGSI.tif,ADI,45
46,ADI/ADI-LYKSWKTM.tif,ADI,46
47,ADI/ADI-HMFPTKTC.tif,ADI,47
48,ADI/ADI-SGGTIPGL.tif,ADI,48
49,ADI/ADI-GDMTDSCI.tif,ADI,49
50,ADI/ADI-MHKDSRKS.tif,ADI,50
51,ADI/ADI-FTQFQTQR.tif,ADI,51
52,ADI/ADI-QLQHGMNW.tif,ADI,52
53,ADI/ADI-LVRGYNCC.tif,ADI,53
54,ADI/ADI-NLDYDFAV.tif,ADI,54
55,ADI/ADI-SDISYDRL.tif,ADI,55
56,ADI/ADI-QMECCWML.tif,ADI,56
57,ADI/ADI-NCHHDQKA.tif,ADI,57
58,ADI/ADI-NALANYHE.tif,ADI,58
59,ADI/ADI-PEHMCNDK.tif,ADI,59
60,ADI/ADI-INPQIDSI.tif,ADI,60
61,ADI/ADI-SFQLMATE.tif,ADI,61
62,ADI/ADI-SFHIHANC.tif,ADI,62
63,ADI/ADI-CTWDCMSY.tif,ADI,63
64,ADI/ADI-SANVGECG.tif,ADI,64
65,ADI/ADI-HPQEIGNW.tif,ADI,65
66,ADI/ADI-QFVIMIGD.tif,ADI,66
67,ADI/ADI-CKWFIAIT.tif,ADI,67
68,ADI/ADI-MPCGPKSG.tif,ADI,68
69,ADI/ADI-PNEERQST.tif,ADI,69
70,ADI/ADI-EGSSGHAI.tif,ADI,70
71,ADI/ADI-FLLGQHAP.tif,ADI,71
72,ADI/ADI-ITSYNLHS.tif,ADI,72
73,ADI/ADI-HYKDSLTN.tif,ADI,73
74,ADI/ADI-ERETNWRD.tif,ADI,74
75,ADI/ADI-LVHHEAYF.tif,ADI,75
76,ADI/ADI-DDRVDDNY.tif,ADI,76
77,ADI/ADI-NPYKLQYK.tif,ADI,77
78,ADI/ADI-DEWCIWWA.tif,ADI,78
79,ADI/ADI-RPHYDIFQ.tif,ADI,79
80,ADI/ADI-IKSFTEVY.tif,ADI,80
81,ADI/ADI-HLVYTVIR.tif,ADI,81
82,ADI/ADI-LTLEQPPM.tif,ADI,82
83,ADI/ADI-LYPGPLSL.tif,ADI,83
84,ADI/ADI-ASMHMKKQ.tif,ADI,84
85,ADI/ADI-LPVMECNE.tif,ADI,85
86,ADI/ADI-LDAPTGTT.tif,ADI,86
87,ADI/ADI-ASWGIENH.tif,ADI,87
88,ADI/ADI-NTPCVKPE.tif,ADI,88
89,ADI/ADI-PGFNEDKG.tif,ADI,89
90,ADI/ADI-CIASVSID.tif,ADI,90
91,ADI/ADI-KNGTSLMP.tif,ADI,91
92,ADI/ADI-PDVAVTWC.tif,ADI,92
93,ADI/ADI-ANDSIIFY.tif,ADI,93
94,ADI/ADI-ASIAKAMT.tif,ADI,94
95,ADI/ADI-AAHYRKRQ.tif,ADI,95
96,ADI/ADI-ECEVSKRA.tif,ADI,96
97,ADI/ADI-DLASWVYE.tif,ADI,97
98,ADI/ADI-PAKQYGFH.tif,ADI,98
99,ADI/ADI-HMQWMMMQ.tif,ADI,99
100,ADI/ADI-INLEMNTQ.tif,ADI,100
101,ADI/ADI-QRVHIKYR.tif,ADI,101
102,ADI/ADI-MHYAQGYM.tif,ADI,102
103,ADI/ADI-CNGQLNSK.tif,ADI,103
104,ADI/ADI-QCADYADT.tif,ADI,104
105,ADI/ADI-GSCWYVAD.tif,ADI,105
106,ADI/ADI-PGSIAYRL.tif,ADI,106
107,ADI/ADI-QDPKWQHA.tif,ADI,107
108,ADI/ADI-PSEHNQYM.tif,ADI,108
109,ADI/ADI-NWTEQFPW.tif,ADI,109
110,ADI/ADI-ENANSWRQ.tif,ADI,110
111,ADI/ADI-NHKCAWIL.tif,ADI,111
112,ADI/ADI-FNTVIQHQ.tif,ADI,112
113,ADI/ADI-FDYCCEVL.tif,ADI,113
114,ADI/ADI-CSPPCLFS.tif,ADI,114
115,ADI/ADI-PKPCVWHN.tif,ADI,115
116,ADI/ADI-EILATSDC.tif,ADI,116
117,ADI/ADI-QKPRKKCG.tif,ADI,117
118,ADI/ADI-GCRDYNHN.tif,ADI,118
119,ADI/ADI-KPYFPSCE.tif,ADI,119
120,ADI/ADI-SCLDMFHW.tif,ADI,120
121,ADI/ADI-IPFTVATR.tif,ADI,121
122,ADI/ADI-NFPWPMFF.tif,ADI,122
123,ADI/ADI-GKFYITLG.tif,ADI,123
124,ADI/ADI-KRGDWENS.tif,ADI,124
125,ADI/ADI-GDSHSAGK.tif,ADI,125
126,ADI/ADI-EEHINGTP.tif,ADI,126
127,ADI/ADI-DPVFTPWA.tif,ADI,127
128,ADI/ADI-SAWSNPLE.tif,ADI,128
129,ADI/ADI-CFDRPACG.tif,ADI,129
130,ADI/ADI-IIIFDRHE.tif,ADI,130
131,ADI/ADI-NKCDNWWI.tif,ADI,131
132,ADI/ADI-MQLTMVRL.tif,ADI,132
133,ADI/ADI-LWYPFEVI.tif,ADI,133
134,ADI/ADI-EGCYVIPG.tif,ADI,134
